3XN	3XN | description | Architectural Practice
Scotland_national_under-19_football_team	Scotland_national_under-19_football_team | description | national association football team
6603633000.0 (kilometres)	
Robert_A._Heinlein	Robert_A._Heinlein | description | American author and aeronautical engineer (1907–1988) && Robert_A._Heinlein | gender | male
Turk	Turk | description | Wikimedia disambiguation page
155.0 (kelvins)	
AIT	AIT | description | Wikimedia disambiguation page
184434000000.0	
A894 VA; A904 VD;	
(19255)_1994_VK8	(19255)_1994_VK8 | description | trans-Neptunian object
Habbaniyah	Habbaniyah | description | human settlement
Avenue_A_(Manhattan)	Avenue_A_(Manhattan) | description | avenue in Manhattan
Association Football Club Blackpool	
John Aman	
Governor	Governor | description | governing official
F._Vilas	
McDonnell_Douglas_F-15_Eagle	McDonnell_Douglas_F-15_Eagle | description | fighter aircraft family by McDonnell Douglas
New_York_City,_New_York	
Udinese_Calcio	Udinese_Calcio | description | Italian association football club based in Udine, Italy
Akita_Prefecture	Akita_Prefecture | description | prefecture of Japan
ATISET	
African_Americans	African_Americans | description | Americans of ancestry from black ethnic groups of Africa
Singapore_dollar	Singapore_dollar | description | official currency of Singapore
Amsterdamsche Football Club Ajax	
John_van_den_Brom	John_van_den_Brom | description | Dutch footballer and manager && John_van_den_Brom | gender | male
Real_Zaragoza	Real_Zaragoza | description | Spanish association football team based in Zaragoza, Spain
Officer's_Star_Parasol	
Ottoman Army soldiers killed in the Battle of Baku	
single plate clutch, separate 4-speed gearbox all-silent and all-syncromesh, centre change lever, open tubular propellor shaft with metal joints , spiral bevel fully floating back axle	
Water	Water | description | chemical compound; main constituent of the fluids of most living organisms
Magdalene_College,_Cambridge	Magdalene_College,_Cambridge | description | constituent college of the University of Cambridge in England
Olive_oil	Olive_oil | description | liquid fat extracted by pressing olives
512, 737	
FC_Dallas	FC_Dallas | description | association soccer club in Frisco, Texas, USA
703.95 (square kilometres)	
Paul_Gustavson	Paul_Gustavson | description | comic writer && Paul_Gustavson | gender | male
Bajik	
Member_of_Parliament_for_Gravesham	
Mike_Mularkey	Mike_Mularkey | description | American football player, tight end, coach && Mike_Mularkey | gender | male
Lega_Basket_Serie_A	Lega_Basket_Serie_A | description | top men's basketball league in Italy
75.324 (square kilometres)	
Ahmet_Davutoğlu	Ahmet_Davutoğlu | description | Turkish politician && Ahmet_Davutoğlu | gender | male
Michael_Jackson	Michael_Jackson | description | American singer, songwriter, and dancer (1958–2009) && Michael_Jackson | gender | male
Colombia	Colombia | description | sovereign state in South America
Stanford_University	Stanford_University | description | private research university located in Stanford, California, United States
President of the Chamber of Deputies	President of the Chamber of Deputies | description | Wikimedia disambiguation page
1991-12-09	
Beef	Beef | description | meat from cattle
783.1 (inhabitants per square kilometre)	
6-speed manual (Getrag)	
Jamie_Chung	Jamie_Chung | description | American actress && Jamie_Chung | gender | female
95040.0	
Dieter_Hecking	Dieter_Hecking | description | German footballer && Dieter_Hecking | gender | male
268.0	
PS3523.E55 S4 1982	
Canyon,_Texas	Canyon,_Texas | description | city in Randall County, Texas, United States
Porius:_A_Romance_of_the_Dark_Ages	Porius:_A_Romance_of_the_Dark_Ages | description | novel by John Cowper Powys
2368.05 (days)	
Fuad_Masum	Fuad_Masum | description | seventh President of Iraq && Fuad_Masum | gender | male
Barack_Obama	Barack_Obama | description | 44th president of the United States from 2009 to 2017 && Barack_Obama | gender | male
Patrick_McLoughlin	Patrick_McLoughlin | description | British Conservative Party politician (born 1957) && Patrick_McLoughlin | gender | male
Petrol	
Slavey_language	Slavey_language | description | Athabaskan language spoken among the Slavey First Nations of Canada in the Northwest Territories where it also has official status
0025-5858	
Associazione Calcio ChievoVerona S.r.l.	
Romanesque_Revival_architecture	Romanesque_Revival_architecture | description | style of building employed beginning in the mid-19th century
Juventus_F.C.	Juventus_F.C. | description | association football club in Turin, Italy
4.6 m	
Gdynia,_Poland	
Tranmere_Rovers_F.C.	Tranmere_Rovers_F.C. | description | association football club in Birkenhead, England
Phil_Lesh_and_Friends	Phil_Lesh_and_Friends | description | band that plays psychedelic rock
Argentines	Argentines | description | citizens or residents of Argentina
Paraná_(state)	Paraná_(state) | description | federated state of Brazil
Erosi_Manjgaladze_Stadium	
Ampara	Ampara | description | town in the Eastern Province, Sri Lanka
ALV_X-1	ALV_X-1 | description | rocket launched in 2008 by Alliant Techsystems
Sergey_Naryshkin	Sergey_Naryshkin | description | Russian politician && Sergey_Naryshkin | gender | male
1947-01-01	
Lincoln_Near-Earth_Asteroid_Research	Lincoln_Near-Earth_Asteroid_Research | description | research project, collaboration between the U.S. Air Force, NASA, and the Massachusetts Institute of Technology's Lincoln Laboratory
Verona, Italy	
Regina,_Saskatchewan	Regina,_Saskatchewan | description | capital and second-largest city of the province of Saskatchewan, Canada
United_States_invasion_of_Panama	United_States_invasion_of_Panama | description | conflict in Panama involving the United States and the Panamanian Defense Force
0.0068 (kilometrePerSeconds)	
18R/36L 'Polderbaan'	
Jon Valor	
2004-08-31	
Alpena,_Michigan	Alpena,_Michigan | description | city in and county seat of Alpena County, Michigan, United States
Sandesh_(confectionery)	Sandesh_(confectionery) | description | Bengali confectionery
Haputale, Sri Lanka	
1800.0	
National_Park_Service	National_Park_Service | description | United States federal agency
Joe_Biden	Joe_Biden | description | 46th president of the United States since 2021 && Joe_Biden | gender | male
Banjo	Banjo | description | musical instrument
E._Wells	
55.4 (square kilometres)	
August_Horch	August_Horch | description | German automobile engineer && August_Horch | gender | male
Sauli_Niinistö	Sauli_Niinistö | description | 12th president of Finland && Sauli_Niinistö | gender | male
Erasmus_University_Rotterdam	Erasmus_University_Rotterdam | description | public research university in the Netherlands
Squeezed or smashed fried chicken served with sambal	
George_Allen_&_Unwin	
1._FC_Union_Berlin	1._FC_Union_Berlin | description | association football club in Berlin, Germany
Flemish_Region	Flemish_Region | description | federal region of Belgium
Logan_Township,_Fountain_County,_Indiana	Logan_Township,_Fountain_County,_Indiana | description | township in Fountain County, Indiana
Deram_Records	Deram_Records | description | British music label
S.S.D._Potenza_Calcio	
17L/35R	
Indian	Indian | description | Wikimedia disambiguation page
Public_company	Public_company | description | company that offers its securities for sale to the general public
4879.0	
Eagle_Award_(comics)	
Brazil	Brazil | description | country in South America
Quattro_GmbH	
Julia_Morgan	Julia_Morgan | description | American architect and engineer (1872-1957) && Julia_Morgan | gender | female
Hilario_Pérez	
445895000000.0	
Live_at_Roadburn_2008_(Year_of_No_Light_album)	Live_at_Roadburn_2008_(Year_of_No_Light_album) | description | 2009 album by Year of No Light
Anatole_de_Grunwald	Anatole_de_Grunwald | description | British film producer && Anatole_de_Grunwald | gender | male
371240000.0 (kilometres)	
Covington,_Indiana	Covington,_Indiana | description | city in Fountain County, Indiana, United States
1989-01-01	
973.0	
Henry_Clay	Henry_Clay | description | American politician from Kentucky (1777-1852) && Henry_Clay | gender | male
Deșteaptă-te,_române!	Deșteaptă-te,_române! | description | Romanian national anthem since 1989
Taylor_County,_Texas	Taylor_County,_Texas | description | county in Texas, United States
20769100000.0	
5343000000.0	
The_Arrow_(comicsCharacter)	
A.D._Isidro_Metapán	A.D._Isidro_Metapán | description | association football club
Dance-pop	Dance-pop | description | dance-oriented pop music
Akron,_Ohio	Akron,_Ohio | description | city and the county seat of Summit County, Ohio, United States
Juha_Sipilä	Juha_Sipilä | description | 44th Prime Minister of Finland && Juha_Sipilä | gender | male
Al-Shamal_Sports_Club	
Acta_Mathematica_Hungarica	Acta_Mathematica_Hungarica | description | journal
Mestizo	Mestizo | description | racial classification
Gus_Poyet	Gus_Poyet | description | Uruguayan association football player and manager && Gus_Poyet | gender | male
French Republic	
Edwin E. Aldrin, Jr.	
Dan_Mishkin	Dan_Mishkin | description | writer && Dan_Mishkin | gender | male
FC_Tom_Tomsk	FC_Tom_Tomsk | description | association football club in Russia
Indonesian_language	Indonesian_language | description | language belonging to the Austronesian language family, spoken in Indonesia
The_Violet_Keystone	The_Violet_Keystone | description | novel by Garth Nix
1001_Gaussia	1001_Gaussia | description | main-belt asteroid
Iraqi_dinar	Iraqi_dinar | description | currency
Nashville,_Tennessee	Nashville,_Tennessee | description | consolidated city-county in Davidson County, Tennessee, United States, and the state capital of Tennessee
Battle_of_White_Oak_Swamp	Battle_of_White_Oak_Swamp | description | battle in the American Civil War
<http://www.ghampara.gov.lk/>	
Anwar_Zaheer_Jamali	Anwar_Zaheer_Jamali | description | 24th Chief Justice of Pakistan && Anwar_Zaheer_Jamali | gender | male
Cross_of_Independence	Cross_of_Independence | description | one of the highest Polish military decorations between World Wars I and II.
Asociación Deportiva	
Shirley,_Derbyshire	Shirley,_Derbyshire | description | village and civil parish in Derbyshire Dales district, Derbyshire, England
Noise_pop	Noise_pop | description | subgenre of alternative rock
West_Roxbury	West_Roxbury | description | neighborhood in Boston
3078.48	
Al-Zawra'a_SC	
No-hair_theorem	No-hair_theorem | description | theorem
BBC	BBC | description | public service broadcaster of the UK
Bronze	Bronze | description | metal alloy
Blackburn_Rovers_F.C.	Blackburn_Rovers_F.C. | description | association football club in Blackburn, England
Switzerland	Switzerland | description | country in Central Europe
A919 HA; 1927 WB;	
Colmore Row, Birmingham, England	
45.97 (square kilometres)	
Elliot_See	Elliot_See | description | American test pilot and NASA astronaut (1927-1966) && Elliot_See | gender | male
96.1632 (kilograms)	
Torino_F.C.	Torino_F.C. | description | Italian football club
Jinnah_International_Airport	Jinnah_International_Airport | description | International airport of Pakistan
Commelinids	Commelinids | description | important clade of plants (In APG II and III)
1857-03-03	
North_Wall,_Dublin	North_Wall,_Dublin | description | Northern inner district of Dublin, Ireland
Member of the Connecticut Senate from the 26th District	
Hong_Kong	Hong_Kong | description | special administrative region of China
Soviet_Union_national_football_team	Soviet_Union_national_football_team | description | former men's national association football team representing the Soviet Union
Alphonse_Borrelly	Alphonse_Borrelly | description | French astronomer && Alphonse_Borrelly | gender | male
Roy_Thomas	Roy_Thomas | description | American comic book writer and editor && Roy_Thomas | gender | male
Lockheed_C-130_Hercules	Lockheed_C-130_Hercules | description | 1954 airlifter family by Lockheed
Hamburger_SV	Hamburger_SV | description | German professional sport club based in Hamburg, founded in 1887
600.0	
SV_Germania_Schöneiche	SV_Germania_Schöneiche | description | German football club
England	England | description | country in north-west Europe, part of the United Kingdom
Garth_Nix	Garth_Nix | description | Australian fantasy writer && Garth_Nix | gender | male
2013-03-16	
250493000000.0	
Ayr_United_F.C.	Ayr_United_F.C. | description | association football club in Ayr, Scotland
Istanbul, Turkey	
Sedan_(automobile)	Sedan_(automobile) | description | passenger car in a three-box configuration
Shinzō_Abe	
Walt_Disney_Studios_Motion_Pictures	Walt_Disney_Studios_Motion_Pictures | description | American motion picture distribution company
Power_to_the_People_(song)	Power_to_the_People_(song) | description | 1971 single by John Lennon and Plastic Ono Band
Broadwood_Stadium	Broadwood_Stadium | description | football stadium in North Lanarkshire, Scotland, UK
AZAL Peşəkar Futbol Klubu	
Mellow_Candle	Mellow_Candle | description | Irish Folk Rock Band
4-speed automatic (ZF 4HP18QE)	
Pound_sterling	Pound_sterling | description | official currency of the United Kingdom and other territories
2004-10-22	
Germany_national_under-21_football_team	Germany_national_under-21_football_team | description | national association football team
Iran_Football's_3rd_Division	
Ticino	Ticino | description | canton of Switzerland
Denmark	Denmark | description | country in Northern Europe
Philippine_Entertainment_Portal	
Montreal_Canadiens	Montreal_Canadiens | description | National Hockey League team in Montreal, Quebec, Canada
Arthur_Blank	Arthur_Blank | description | American businessman && Arthur_Blank | gender | male
Poaceae	Poaceae | description | family of plants
Italy_national_under-17_football_team	Italy_national_under-17_football_team | description | selected team of Italian football players under 17 years
Johns_Hopkins_University	Johns_Hopkins_University | description | university in Baltimore, Maryland, United States
Battle_of_Salem_Church	Battle_of_Salem_Church | description | battle of the American Civil War
13017.0(minutes)	
Indonesia	Indonesia | description | country in Southeast Asia and Oceania
Carroll_County,_Maryland	Carroll_County,_Maryland | description | county in Maryland, United States
AmeriGas	AmeriGas | description | American propane gas distribution company
52.0(minutes)	
Atty. Felipe L. Gozon, FLG	
Abdul_Halim_of_Kedah	Abdul_Halim_of_Kedah | description | 5th Yang di-Pertuan Agong and Sultan of Kedah && Abdul_Halim_of_Kedah | gender | male
David_Weber	David_Weber | description | American science fiction and fantasy writer && David_Weber | gender | male
770, 404, 678	
Spaniards	Spaniards | description | people native to any part of Spain or that hold Spanish citizenship
Khalid_Mahmood_(British_politician)	Khalid_Mahmood_(British_politician) | description | British politician (born 1961) && Khalid_Mahmood_(British_politician) | gender | male
Salem,_Oregon	Salem,_Oregon | description | city and capital of Oregon, USA
Wiley-Blackwell	Wiley-Blackwell | description | international scientific, technical, medical, and scholarly publishing business of John Wiley & Sons
Arabian_Sea	Arabian_Sea | description | region of the northern Indian Ocean
Alcobendas	Alcobendas | description | town of Spain in the Madrid metropolitan area
Randall_County,_Texas	Randall_County,_Texas | description | county in Texas, United States
non_performing_personnel	
front-wheel drive / all-wheel drive	
Scotland_national_under-21_football_team	Scotland_national_under-21_football_team | description | sports team
160.0 (kelvins)	
Doesburg	Doesburg | description | municipality in Gelderland, the Netherlands
Amatriciana_sauce	Amatriciana_sauce | description | amatriciana
Alley_Award	Alley_Award | description | American series of comic book fan awards
1969-01-25	
Proto-punk	Proto-punk | description | music genre which was a precursor of punk rock in the mid-1960s to mid-1970s
Pacific_Standard_Time_Zone	
Building_materials	
Full-size luxury car	
2014–15_Bundesliga	2014–15_Bundesliga | description | 52nd season of the Bundesliga
154.0 (kelvins)	
Budapest	Budapest | description | capital and largest city of Hungary
Deceased	
Wisconsin	Wisconsin | description | state of the United States of America
1.8 g	
306.0	
Eric_Flint	Eric_Flint | description | American author && Eric_Flint | gender | male
121.92 (metres)	
Barrow_A.F.C.	Barrow_A.F.C. | description | association football club in Barrow-in-Furness, England
440756000.0 (kilometres)	
253260.0 (millimetres)	
Albuquerque_City_Council	
Knightsbridge, London	
Fried_chicken	Fried_chicken | description | dish consisting of chicken pieces which have been coated in a seasoned batter and pan-fried, deep fried, or pressure fried
Bianca_Castafiore	Bianca_Castafiore | description | fictional opera singer in The Adventures of Tintin
American Defense Service ribbon.svg	
Progressive_metal	Progressive_metal | description | genre of heavy metal music
Rochdale	Rochdale | description | town in Greater Manchester, England
Thurleigh	Thurleigh | description | village in Bedfordshire, UK
Shehbaz_Sharif	Shehbaz_Sharif | description | Prime minister of Pakistan (2022–) && Shehbaz_Sharif | gender | male
Charlie_McDonnell	Charlie_McDonnell | description | British vlogger and filmmaker (born 1990) && Charlie_McDonnell | gender | male
Visvesvaraya_Technological_University	Visvesvaraya_Technological_University | description | Public University
Americans	Americans | description | citizens or residents of the United States of America
2014–15_Football_League_(Greece)	2014–15_Football_League_(Greece) | description | season of the Greek Football League third division
Stacy_Katzman	
DeSoto_Custom	DeSoto_Custom | description | car model
Pranab_Mukherjee	Pranab_Mukherjee | description | 13th President of India && Pranab_Mukherjee | gender | male
Jarmo_Kekäläinen	Jarmo_Kekäläinen | description | Ice hockey player and manager && Jarmo_Kekäläinen | gender | male
2005-04-06	
230.05	
1999-05-29	
CEO	
192000.0 (millimetres)	
520906000.0 (kilometres)	
2005-040A	
Spanish_Socialist_Workers'_Party	Spanish_Socialist_Workers'_Party | description | political party in Spain
Electronic_music	Electronic_music | description | music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology
Josef_Klaus	Josef_Klaus | description | Austrian chancellor, politician and lawyer (1910-2001) && Josef_Klaus | gender | male
Ministry_of_Health,_Welfare_and_Sport_(Netherlands)	
Greek_language	Greek_language | description | language spoken in Greece, Cyprus and Southern Albania
-8	
Carter_constant	
Rock_music	Rock_music | description | genre of popular music that originated as "rock and roll" in 1950s United States
Fiat_Croma	Fiat_Croma | description | car model
Malaysian_Chinese	Malaysian_Chinese | description | ethnic group in Malaysia; Malaysians of Chinese ancestry
United_Launch_Alliance	United_Launch_Alliance | description | joint venture of Lockheed Martin and Boeing
Ethiopian_birr	Ethiopian_birr | description | currency of Ethiopia
Gregory_L._Fenves	Gregory_L._Fenves | description | Structural engineer, professor and college administrator && Gregory_L._Fenves | gender | male
1894-11-20	
Felipe_González	Felipe_González | description | Prime Minister of Spain from 1982 to 1996 && Felipe_González | gender | male
Chinese_language	Chinese_language | description | group of languages that belongs to the Sino-Tibetan family
Newark,_New_Jersey	Newark,_New_Jersey | description | city in and county seat of Essex County, New Jersey, United States
Bryning Lane	
Sovcomflot	Sovcomflot | description | company
Dayton_Dutch_Lions	Dayton_Dutch_Lions | description | association football club
2160.0 (millimetres)	
Static_Caravan_Recordings	
Buzz_Aldrin	Buzz_Aldrin | description | American astronaut && Buzz_Aldrin | gender | male
Christian_Panucci	Christian_Panucci | description | Italian footballer && Christian_Panucci | gender | male
370.03	
Isis_(band)	Isis_(band) | description | Los Angeles, California-based post-metal band
Russian_Football_National_League	Russian_Football_National_League | description | football tournament
Print	Print | description | Wikimedia disambiguation page
Žan_Tabak	Žan_Tabak | description | Croatian basketball player && Žan_Tabak | gender | male
Aleksandre_Guruli	Aleksandre_Guruli | description | Georgian footballer && Aleksandre_Guruli | gender | male
Colin_Powell	Colin_Powell | description | American politician and military officer && Colin_Powell | gender | male
Baghdad	Baghdad | description | capital city of Iraq
Bundesliga	Bundesliga | description | German men's association football top league
1.55	
Jacob_Bundsgaard	Jacob_Bundsgaard | description | Danish politician && Jacob_Bundsgaard | gender | male
Guitarist	Guitarist | description | musician who plays the guitar
1998-03-16	
1953-06-30	
4000.0	
Seattle	Seattle | description | city in and county seat of King County, Washington, United States
Maka-Diyos, Maka-Tao, Makakalikasan at Makabansa	
Veikkausliiga	Veikkausliiga | description | Finnish top-tier association football league
President of the Supreme Federal Court	
Soul_music	Soul_music | description | genre of music
Atatürk_Monument_(İzmir)	Atatürk_Monument_(İzmir) | description | monument in İzmir, Turkey
Atalanta_B.C.	Atalanta_B.C. | description | Italian association football club based in Bergamo, Lombardy
Garlic	Garlic | description | species of plant
Joko_Widodo	Joko_Widodo | description | 7th president of Indonesia since 2014 && Joko_Widodo | gender | male
2014–15_Football_Conference	2014–15_Football_Conference | description | football league season
233.9 (square kilometres)	
Dodge Coronet	Dodge Coronet | description | car model
California's_11th_State_Assembly_district	California's_11th_State_Assembly_district | description | American legislative district
New_wave_music	New_wave_music | description | genre of popular music
John_Sánchez	
Indonesian_rupiah	Indonesian_rupiah | description | official currency of Indonesia
Battle_of_France	Battle_of_France | description | Nazi German invasion of France in 1940
Automobile	
Convertible	Convertible | description | vehicle with a removable roof
1.9558	
Cook_County,_Illinois	Cook_County,_Illinois | description | county in Illinois, United States
Management	Management | description | administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives
Stanislaw_Tillich	Stanislaw_Tillich | description | former Minister-President of Saxony && Stanislaw_Tillich | gender | male
Estadio_Jorge_Calero_Suárez	Estadio_Jorge_Calero_Suárez | description | multi-purpose stadium in Metapán, El Salvador
KACY	KACY | description | radio station (102.5 FM) licensed to Arkansas City, Kansas, United States
69862200.0	
Antioch,_California	Antioch,_California | description | second largest city in Contra Costa County, California, United States
Film_director	Film_director | description | person who directs a film
3.8 m	
Mamiffer	Mamiffer | description | American post-rock band
4/22	
Mexican_peso	Mexican_peso | description | currency of Mexico
Sami_languages	
Charlie_Colin	Charlie_Colin | description | musical artist && Charlie_Colin | gender | male
Vice President	
Piano	Piano | description | musical instrument
John_Clancy_(Labour_politician)	John_Clancy_(Labour_politician) | description | English Labour Party politician and former leader of Birmingham City Council && John_Clancy_(Labour_politician) | gender | male
Real_Madrid_C.F.	
J._V._Jones	J._V._Jones | description | British writer && J._V._Jones | gender | female
Keyboard_instrument	Keyboard_instrument | description | class of musical instrument which is played using a musical keyboard
Solanales	Solanales | description | order of plants
Schiphol_Group	Schiphol_Group | description | Dutch airport company
Atlanta, Georgia	
Aston_Martin_Virage	Aston_Martin_Virage | description | car model
Anthropic_principle	Anthropic_principle | description | philosophical consideration that observations of the Universe must be compatible with the conscious and sapient life that observes it
Richland_Township,_Madison_County,_Indiana	Richland_Township,_Madison_County,_Indiana | description | township in Madison County, Indiana
Greeks	Greeks | description | ethnic group native to Greece, Cyprus, Albania, Italy, Turkey, Egypt and, to a lesser extent, other countries surrounding the Mediterranean Sea
Madison,_Wisconsin	Madison,_Wisconsin | description | city in and county seat of Dane County, Wisconsin, United States, and the capital city of Wisconsin
34.0	
1965-01-03	
Gujarat_Legislative_Assembly	Gujarat_Legislative_Assembly | description | unicameral legislature of the Indian state of Gujarat
Energy_industry	Energy_industry | description | industries involved in producing, selling, and distributing energy (in all forms, e.g. petroleum, natural gas, coal, peat, firewood, nuclear energy, solar energy, hydroelectic energy, wind energy, geothermal energy)
Lega_Pro	
Grantville_Gazette_III	Grantville_Gazette_III | description | book by Eric Flint
Peninsula_Campaign	
Synthpop	
Prime_Minister_of_Azerbaijan	Prime_Minister_of_Azerbaijan | description | Head of Government of Azerbaijan
Polydor_Records	Polydor_Records | description | German-British record label
U.S._Città_di_Palermo	
Laura_Boldrini	Laura_Boldrini | description | Italian journalist and politician && Laura_Boldrini | gender | female
Olympiacos_F.C.	Olympiacos_F.C. | description | Greek association football club
Dougherty_County,_Georgia	Dougherty_County,_Georgia | description | county in Georgia, United States
Aarhus Lufthavn A/S	
Câmpia_Turzii	Câmpia_Turzii | description | city in Cluj County, Romania
April 2014	
Shanachie_Records	Shanachie_Records | description | Independent record label based in Newton, New Jersey
John_Mills	John_Mills | description | English actor (1908-2005) && John_Mills | gender | male
FC_Dinamo_Batumi	FC_Dinamo_Batumi | description | Georgian association football club based in Batumi, Adjara
American	American | description | Wikimedia disambiguation page
Mikulov	Mikulov | description | town in the Moravia, Czech Republic
Balingian	Balingian | description | human settlement in Malaysia
Walt_Simonson	Walt_Simonson | description | American comic book writer and artist (born 1946) && Walt_Simonson | gender | male
245.0	
Julius_Springer	Julius_Springer | description | German book publisher, founder of Springer Verlag (1817-1877) && Julius_Springer | gender | male
J._P._McManus	J._P._McManus | description | Irish racehorse owner && J._P._McManus | gender | male
General_Dynamics_Electric_Boat	General_Dynamics_Electric_Boat | description | subsidiary of General Dynamics Corporation
Associazione Sportiva Gubbio 1910 Srl	
Cecil_Parker	Cecil_Parker | description | actor (1897-1971) && Cecil_Parker | gender | male
6.7 (kilograms)	
hot	hot | description | Wikimedia disambiguation page
111484 (square metres)	
1773.0	
7715100000.0 (kilometres)	
Central_Denmark_Region	Central_Denmark_Region | description | administrative region of Denmark
Montevideo	Montevideo | description | capital city of Uruguay
Rostock	Rostock | description | city in Mecklenburg-Vorpommern, Germany
Jordan_Premier_League	
Parliament_of_the_United_Kingdom	Parliament_of_the_United_Kingdom | description | supreme legislative body of the United Kingdom
UTAA	
Peter_Laird	Peter_Laird | description | US comic book artist and writer && Peter_Laird | gender | male
1970-03-08	
416136000000.0	
Agnes_Kant	Agnes_Kant | description | Dutch politician && Agnes_Kant | gender | female
Federalism	Federalism | description | political concept that advocates a federal state
Saint_Petersburg	Saint_Petersburg | description | federal city in and former capital of Russia
0.21 (kilometrePerSeconds)	
Bird	Bird | description | class of tetrapods
Steve_Davis_(footballer)	
Apollo_14	Apollo_14 | description | eighth crewed mission in the United States Apollo program
16.76 (kilometrePerSeconds)	
North_East_England	North_East_England | description | region of England
Silvio_Berlusconi	Silvio_Berlusconi | description | Italian politician and media tycoon && Silvio_Berlusconi | gender | male
April_O'Neil	April_O'Neil | description | fictional character in the Teenage Mutant Ninja Turtles franchise && April_O'Neil | gender | female
Kids_Imagine_Nation	
Manuel_Valls	Manuel_Valls | description | French-Spanish politician && Manuel_Valls | gender | male
Mindanao	Mindanao | description | second largest island of the Philippines
Farrar,_Straus_and_Giroux	Farrar,_Straus_and_Giroux | description | American book publishing company
1955-01-01	
C._Woods	
Price_Daniel	Price_Daniel | description | American judge and Texas Governor (1910–1988) && Price_Daniel | gender | male
1987-09-27	
2013-03-11	
1913-05-05	
Gram_flour	Gram_flour | description | pulse flour made from ground chickpeas
Chinese_Filipino	Chinese_Filipino | description | ethnic group
Antonis_Samaras	Antonis_Samaras | description | Greek politician && Antonis_Samaras | gender | male
French_language	French_language | description | Romance language
Lucky Ajax	
Mario_Botta	Mario_Botta | description | Swiss architect (1943) && Mario_Botta | gender | male
Jong_Ajax	Jong_Ajax | description | reserve association football team in Amsterdam
2010-10-31	
Goslar	Goslar | description | historic town in Lower Saxony, Germany
Meringue, ice cream, sponge cake or Christmas pudding	
Aileen_Raymond	Aileen_Raymond | description | British actress (1910-2005) && Aileen_Raymond | gender | female
The_Honeymoon_Killers_(American_band)	The_Honeymoon_Killers_(American_band) | description | American punk rock group
Botany	Botany | description | science of plant life
Laurales	Laurales | description | order of plants
19.94 (kilometrePerSeconds)	
1977-11-30	
560937000.0 (kilometres)	
Gerd_von_Rundstedt	Gerd_von_Rundstedt | description | German Field Marshal during World War II && Gerd_von_Rundstedt | gender | male
Sri_Lankan_rupee	Sri_Lankan_rupee | description | currency of Sri Lanka
Premier_Development_League	
Paisa_Region	
ATW	ATW | description | Wikimedia disambiguation page
Eberhard_van_der_Laan	Eberhard_van_der_Laan | description | Dutch politician (1955-2017) && Eberhard_van_der_Laan | gender | male
Penrose_diagram	Penrose_diagram | description | two-dimensional diagram that captures the causal relations between different points in spacetime
Mexican_Spanish	Mexican_Spanish | description | dialect of Spanish spoken and written in Mexico
Alabama	Alabama | description | state of the United States of America
Halimah_Yacob	Halimah_Yacob | description | 8th President of Singapore && Halimah_Yacob | gender | female
Danielle_Harris	Danielle_Harris | description | American actress, voice actress, and film director && Danielle_Harris | gender | female
Lufkin,_Texas	Lufkin,_Texas | description | city in Texas, USA
A.F.C._Fylde	
1580.7 (inhabitants per square kilometre)	
The_Fellowship_of_the_Ring	The_Fellowship_of_the_Ring | description | 1954 book by J. R. R. Tolkien
3800.0	
Christian_Democratic_Appeal	Christian_Democratic_Appeal | description | Dutch political party
Sour_cream	Sour_cream | description | dairy product produced by fermenting a regular cream with certain kinds of lactic acid bacteria
Rodolfo_Llopis	Rodolfo_Llopis | description | Spanish politician (1895-1983) && Rodolfo_Llopis | gender | male
National_and_Kapodistrian_University_of_Athens	National_and_Kapodistrian_University_of_Athens | description | university in Athens, Greece
People's_Republic_of_China	
110 million (dollars)	
Opening of hope	
Isidro Metapán	
Wheel_Horse	
Member_of_parliament	Member_of_parliament | description | representative of the voters to a parliament
1987-02-27	
Blackpool_F.C.	Blackpool_F.C. | description | association football club in Blackpool, England
1972550.0	
Tampere	Tampere | description | city in the region of Pirkanmaa in Finland
83.0	
Oleh_Luzhny	
4-speed automatic (ZF 4HP18Q)	
1901-07-01	
Sycamore,_Illinois	Sycamore,_Illinois | description | city in Illinois
Franklin_County,_Pennsylvania	Franklin_County,_Pennsylvania | description | county in Pennsylvania, United States
Kerala	Kerala | description | Indian state
505, 575	
A.S._Roma	A.S._Roma | description | association football club in Rome, Italy
Dianne_Feinstein	Dianne_Feinstein | description | United States Senator from California && Dianne_Feinstein | gender | female
Canada	Canada | description | sovereign state in North America
Ram_Naik	Ram_Naik | description | Indian politician && Ram_Naik | gender | male
Media_company	
AIDAluna	AIDAluna | description | Cruise ship
Shiitake	Shiitake | description | species of fungus
Brussels, Belgium	
Tapioca	Tapioca | description | starch extracted from cassava root (Manihot esculenta)
Florida_Panthers	Florida_Panthers | description | National Hockey League team in Sunrise, Florida
Adams, Fall Creek, Lafayette, Richland, Union	
Warsaw	Warsaw | description | capital and largest city of Poland
Johnny_Colt	Johnny_Colt | description | American musician && Johnny_Colt | gender | male
58.38	
1928 SJ	
Trinidad_and_Tobago_national_under-17_football_team	Trinidad_and_Tobago_national_under-17_football_team | description | national association football team
Jones_County,_Texas	Jones_County,_Texas | description | county in Texas, United States
Bibbo_Bibbowski	Bibbo_Bibbowski | description | fictional character
Northbrook,_Illinois	Northbrook,_Illinois | description | village in Illinois
